Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]	Phosphate Phosphorus (PO4-P) [umol/l]	QV:ODV:Phosphate Phosphorus (PO4-P) [umol/l]	Total Phosphorus (P) [umol/l]	QV:ODV:Total Phosphorus (P) [umol/l]	Silicate Silicon (SiO4-Si) [umol/l]	QV:ODV:Silicate Silicon (SiO4-Si) [umol/l]	Nitrate Nitrogen (NO3-N) [umol/l]	QV:ODV:Nitrate Nitrogen (NO3-N) [umol/l]	Ammonium Nitrogen (NH4-N) [umol/l]	QV:ODV:Ammonium Nitrogen (NH4-N) [umol/l]	Total Nitrogen (N) [umol/l]	QV:ODV:Total Nitrogen (N) [umol/l]	Hydrogen Sulphide (H2S-S) [umol/l]	QV:ODV:Hydrogen Sulphide (H2S-S) [umol/l]	Hydrogen Ion Concentration (pH) [pH]	QV:ODV:Hydrogen Ion Concentration (pH) [pH]	Alkalinity [mEq/l]	QV:ODV:Alkalinity [mEq/l]	Chlorophyll a [ug/l]	QV:ODV:Chlorophyll a [ug/l]
26vi	4444	*	1999	9	22	6	24	9.0167	56.8783		1	4.2	0	0.59	0		1	16.65	0	25.57	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26vi	4444	*	1999	9	22	6	24	9.0167	56.8783		1	4.2	0	6.04	0		1	16.71	0	25.65	0	5.18	0		1		1		1		1		1		1		1		1		1		1
26vi	4444	*	1999	9	22	6	24	9.0167	56.8783		1	4.2	0	7.98	0		1	16.80	0	26.12	0	4.83	0		1		1		1		1		1		1		1		1		1		1
26vi	4584	*	1999	9	27	12	1	9.0167	56.8783		1	6.0	0	0.7	0		1	16.43	0	25.32	0	5.60	0		1		1		1		1		1		1		1		1		1		1
26vi	4584	*	1999	9	27	12	1	9.0167	56.8783		1	6.0	0	5.03	0		1	16.42	0	26.10	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26vi	4584	*	1999	9	27	12	1	9.0167	56.8783		1	6.0	0	8.14	0		1	16.42	0	26.21	0	4.97	0		1		1		1		1		1		1		1		1		1		1
26vi	4739	*	1999	10	4	12	24	9.0167	56.8783		1	6.0	0	0.58	0		1	14.24	0	27.44	0	6.30	0		1		1		1		1		1		1		1		1		1		1
26vi	4739	*	1999	10	4	12	24	9.0167	56.8783		1	6.0	0	5.11	0		1	14.25	0	27.53	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	4739	*	1999	10	4	12	24	9.0167	56.8783		1	6.0	0	8.54	0		1	14.22	0	28.10	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	1642	*	1999	5	4	11	41	9.1300	56.9167		1	2.7	0	0.6	0		1	10.59	0	26.00	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	1642	*	1999	5	4	11	41	9.1300	56.9167		1	2.7	0	5.1	0		1	10.17	0	26.16	0	8.33	0		1		1		1		1		1		1		1		1		1		1
26vi	1642	*	1999	5	4	11	41	9.1300	56.9167		1	2.7	0	6.71	0		1	10.11	0	26.18	0	8.05	0		1		1		1		1		1		1		1		1		1		1
26vi	1712	*	1999	5	10	13	14	9.1300	56.9167		1	4.0	0	0.49	0		1	10.73	0	25.63	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	1712	*	1999	5	10	13	14	9.1300	56.9167		1	4.0	0	5.15	0		1	10.69	0	25.66	0	7.35	0		1		1		1		1		1		1		1		1		1		1
26vi	1712	*	1999	5	10	13	14	9.1300	56.9167		1	4.0	0	6.7	0		1	10.73	0	25.67	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	1808	*	1999	5	17	12	19	9.1300	56.9167		1	5.0	0	1.18	0		1	11.80	0	25.37	0	7.56	0		1		1		1		1		1		1		1		1		1		1
26vi	1808	*	1999	5	17	12	19	9.1300	56.9167		1	5.0	0	5.32	0		1	10.73	0	25.78	0	7.56	0		1		1		1		1		1		1		1		1		1		1
26vi	1808	*	1999	5	17	12	19	9.1300	56.9167		1	5.0	0	6.69	0		1	10.71	0	25.79	0	7.49	0		1		1		1		1		1		1		1		1		1		1
26vi	1958	*	1999	5	25	13	22	9.1300	56.9167		1	4.5	0	0.62	0		1	13.51	0	25.50	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	1958	*	1999	5	25	13	22	9.1300	56.9167		1	4.5	0	5.8	0		1	13.46	0	25.48	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	1958	*	1999	5	25	13	22	9.1300	56.9167		1	4.5	0	6.91	0		1	13.51	0	25.49	0	6.58	0		1		1		1		1		1		1		1		1		1		1
26vi	2067	*	1999	6	1	6	1	9.1300	56.9167		1	3.8	0	0.81	0		1	14.90	0	25.31	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	2067	*	1999	6	1	6	1	9.1300	56.9167		1	3.8	0	5.14	0		1	14.87	0	25.33	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2067	*	1999	6	1	6	1	9.1300	56.9167		1	3.8	0	6.76	0		1	14.86	0	25.27	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2231	*	1999	6	10	6	1	9.1300	56.9167		1	3.5	0	0.75	0		1	14.88	0	25.25	0	6.37	0		1		1		1		1		1		1		1		1		1		1
26vi	2231	*	1999	6	10	6	1	9.1300	56.9167		1	3.5	0	5.04	0		1	14.85	0	25.24	0	6.37	0		1		1		1		1		1		1		1		1		1		1
26vi	2231	*	1999	6	10	6	1	9.1300	56.9167		1	3.5	0	7.12	0		1	14.88	0	25.29	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2300	*	1999	6	14	13	8	9.1300	56.9167		1	1.9	0	0.55	0		1	16.81	0	25.22	0	8.33	0		1		1		1		1		1		1		1		1		1		1
26vi	2300	*	1999	6	14	13	8	9.1300	56.9167		1	1.9	0	5.97	0		1	15.84	0	25.19	0	7.49	0		1		1		1		1		1		1		1		1		1		1
26vi	2300	*	1999	6	14	13	8	9.1300	56.9167		1	1.9	0	6.58	0		1	14.88	0	25.46	0	4.48	0		1		1		1		1		1		1		1		1		1		1
26vi	2411	*	1999	6	21	13	18	9.1300	56.9167		1	1.8	0	0.41	0		1	16.22	0	25.21	0	6.58	0		1		1		1		1		1		1		1		1		1		1
26vi	2411	*	1999	6	21	13	18	9.1300	56.9167		1	1.8	0	6	0		1	16.17	0	25.21	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2411	*	1999	6	21	13	18	9.1300	56.9167		1	1.8	0	7.2	0		1	16.15	0	25.23	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	2577	*	1999	6	29	12	55	9.1300	56.9167		1	3.0	0	0.43	0		1	16.42	0	25.56	0	6.93	0		1		1		1		1		1		1		1		1		1		1
26vi	2577	*	1999	6	29	12	55	9.1300	56.9167		1	3.0	0	5.04	0		1	16.39	0	25.61	0	6.86	0		1		1		1		1		1		1		1		1		1		1
26vi	2577	*	1999	6	29	12	55	9.1300	56.9167		1	3.0	0	6.91	0		1	16.34	0	25.68	0	6.65	0		1		1		1		1		1		1		1		1		1		1
26vi	2682	*	1999	7	5	13	15	9.1300	56.9167		1	2.0	0	0.66	0		1	16.70	0	23.88	0	7.84	0		1		1		1		1		1		1		1		1		1		1
26vi	2682	*	1999	7	5	13	15	9.1300	56.9167		1	2.0	0	5.02	0		1	16.69	0	25.22	0	7.00	0		1		1		1		1		1		1		1		1		1		1
26vi	2682	*	1999	7	5	13	15	9.1300	56.9167		1	2.0	0	6.88	0		1	16.63	0	25.36	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	2817	*	1999	7	12	12	23	9.1300	56.9167		1	3.5	0	0.53	0		1	22.80	0	24.54	0	8.19	0		1		1		1		1		1		1		1		1		1		1
26vi	2817	*	1999	7	12	12	23	9.1300	56.9167		1	3.5	0	5.46	0		1	17.30	0	25.84	0	4.34	0		1		1		1		1		1		1		1		1		1		1
26vi	2817	*	1999	7	12	12	23	9.1300	56.9167		1	3.5	0	6.52	0		1	16.99	0	26.08	0	2.03	0		1		1		1		1		1		1		1		1		1		1
26vi	2911	*	1999	7	19	13	27	9.1300	56.9167		1	2.3	0	0.57	0		1	20.53	0	24.14	0		1		1		1		1		1		1		1		1		1		1		1
26vi	2911	*	1999	7	19	13	27	9.1300	56.9167		1	2.3	0	6.17	0		1	19.11	0	25.85	0	5.74	0		1		1		1		1		1		1		1		1		1		1
26vi	2911	*	1999	7	19	13	27	9.1300	56.9167		1	2.3	0	6.81	0		1	19.07	0	25.89	0	5.39	0		1		1		1		1		1		1		1		1		1		1
26vi	3019	*	1999	7	26	12	34	9.1300	56.9167		1	3.8	0	0.58	0		1	18.39	0	25.55	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	3019	*	1999	7	26	12	34	9.1300	56.9167		1	3.8	0	5.22	0		1	18.15	0	25.62	0	5.53	0		1		1		1		1		1		1		1		1		1		1
26vi	3019	*	1999	7	26	12	34	9.1300	56.9167		1	3.8	0	6.89	0		1	18.12	0	25.60	0	5.39	0		1		1		1		1		1		1		1		1		1		1
26vi	3224	*	1999	8	3	14	9	9.1300	56.9167		1	2.0	0	0.59	0		1	22.74	0	24.34	0	7.21	0		1		1		1		1		1		1		1		1		1		1
26vi	3224	*	1999	8	3	14	9	9.1300	56.9167		1	2.0	0	5.58	0		1	19.94	0	26.03	0	4.97	0		1		1		1		1		1		1		1		1		1		1
26vi	3224	*	1999	8	3	14	9	9.1300	56.9167		1	2.0	0	6.61	0		1	18.27	0	27.36	0		1		1		1		1		1		1		1		1		1		1		1
26vi	3326	*	1999	8	9	14	56	9.1300	56.9167		1	2.1	0	0.55	0		1	21.35	0	25.48	0	5.39	0		1		1		1		1		1		1		1		1		1		1
26vi	3326	*	1999	8	9	14	56	9.1300	56.9167		1	2.1	0	5.24	0		1	21.15	0	25.48	0	5.11	0		1		1		1		1		1		1		1		1		1		1
26vi	3326	*	1999	8	9	14	56	9.1300	56.9167		1	2.1	0	6.92	0		1	19.18	0	26.84	0		1		1		1		1		1		1		1		1		1		1		1
26vi	3467	*	1999	8	16	13	48	9.1300	56.9167		1	2.0	0	0.59	0		1	19.65	0	25.75	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	3467	*	1999	8	16	13	48	9.1300	56.9167		1	2.0	0	5.02	0		1	19.03	0	25.82	0	3.99	0		1		1		1		1		1		1		1		1		1		1
26vi	3467	*	1999	8	16	13	48	9.1300	56.9167		1	2.0	0	6.98	0		1	19.02	0	25.83	0	3.57	0		1		1		1		1		1		1		1		1		1		1
26vi	3643	*	1999	8	23	14	45	9.1300	56.9167		1	1.9	0	0.53	0		1	18.47	0	25.58	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	3643	*	1999	8	23	14	45	9.1300	56.9167		1	1.9	0	5.83	0		1	18.44	0	25.54	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	3643	*	1999	8	23	14	45	9.1300	56.9167		1	1.9	0	6.85	0		1	18.45	0	25.55	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	3811	*	1999	8	30	14	1	9.1300	56.9167		1	2.0	0	0.54	0		1	17.90	0	26.02	0	6.72	0		1		1		1		1		1		1		1		1		1		1
26vi	3811	*	1999	8	30	14	1	9.1300	56.9167		1	2.0	0	5.06	0		1	17.87	0	26.00	0	6.72	0		1		1		1		1		1		1		1		1		1		1
26vi	3811	*	1999	8	30	14	1	9.1300	56.9167		1	2.0	0	6.13	0		1	17.87	0	26.00	0	6.65	0		1		1		1		1		1		1		1		1		1		1
26vi	3955	*	1999	9	6	15	13	9.1300	56.9167		1	2.2	0	0.56	0		1	18.71	0	25.22	0	7.63	0		1		1		1		1		1		1		1		1		1		1
26vi	3955	*	1999	9	6	15	13	9.1300	56.9167		1	2.2	0	5.3	0		1	18.23	0	25.76	0	7.07	0		1		1		1		1		1		1		1		1		1		1
26vi	3955	*	1999	9	6	15	13	9.1300	56.9167		1	2.2	0	6.77	0		1	17.78	0	26.03	0	3.29	0		1		1		1		1		1		1		1		1		1		1
26vi	4168	*	1999	9	13	13	7	9.1300	56.9167		1	3.1	0	0.49	0		1	18.41	0	25.70	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	4168	*	1999	9	13	13	7	9.1300	56.9167		1	3.1	0	5.18	0		1	18.37	0	25.68	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	4168	*	1999	9	13	13	7	9.1300	56.9167		1	3.1	0	6.84	0		1	18.38	0	25.68	0	6.16	0		1		1		1		1		1		1		1		1		1		1
26vi	4363	*	1999	9	20	13	14	9.1300	56.9167		1	5.0	0	1.81	0		1	16.87	0	25.54	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	4363	*	1999	9	20	13	14	9.1300	56.9167		1	5.0	0	5.15	0		1	16.86	0	25.54	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	4363	*	1999	9	20	13	14	9.1300	56.9167		1	5.0	0	6.65	0		1	16.86	0	25.53	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	4586	*	1999	9	27	12	26	9.1300	56.9167		1	6.5	0	0.67	0		1	16.57	0	25.11	0	5.60	0		1		1		1		1		1		1		1		1		1		1
26vi	4586	*	1999	9	27	12	26	9.1300	56.9167		1	6.5	0	5.2	0		1	16.53	0	25.10	0	5.46	0		1		1		1		1		1		1		1		1		1		1
26vi	4586	*	1999	9	27	12	26	9.1300	56.9167		1	6.5	0	7.05	0		1	16.53	0	25.09	0	5.39	0		1		1		1		1		1		1		1		1		1		1
26vi	4741	*	1999	10	4	12	56	9.1300	56.9167		1	5.8	0	0.51	0		1	14.04	0	25.59	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	4741	*	1999	10	4	12	56	9.1300	56.9167		1	5.8	0	5.95	0		1	14.06	0	25.63	0	6.37	0		1		1		1		1		1		1		1		1		1		1
26vi	4741	*	1999	10	4	12	56	9.1300	56.9167		1	5.8	0	7.43	0		1	14.18	0	25.97	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	4969	*	1999	10	13	11	54	9.1300	56.9167		1	3.5	0	0.62	0		1	11.52	0	25.76	0	6.93	0		1		1		1		1		1		1		1		1		1		1
26vi	4969	*	1999	10	13	11	54	9.1300	56.9167		1	3.5	0	5.28	0		1	11.50	0	25.77	0	6.79	0		1		1		1		1		1		1		1		1		1		1
26vi	4969	*	1999	10	13	11	54	9.1300	56.9167		1	3.5	0	7.26	0		1	11.51	0	25.82	0	6.79	0		1		1		1		1		1		1		1		1		1		1
26vi	2148	*	2000	5	30	9	17	9.0692	56.8108		1	2.8	0	1	0		1	13.240	0	25.030	0	6.30	0		1		1		1		1		1		1		1		1		1		1
26vi	2148	*	2000	5	30	9	17	9.0692	56.8108		1	2.8	0	5.39	0		1	13.230	0	25.040	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2148	*	2000	5	30	9	17	9.0692	56.8108		1	2.8	0	8.16	0		1	13.230	0	25.040	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2326	*	2000	6	13	7	53	9.0692	56.8108		1	3.3	0	0.89	0		1	14.530	0	25.690	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	2326	*	2000	6	13	7	53	9.0692	56.8108		1	3.3	0	5.49	0		1	14.500	0	25.630	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	2326	*	2000	6	13	7	53	9.0692	56.8108		1	3.3	0	7.91	0		1	14.520	0	25.730	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	2396	*	2000	6	19	8	49	9.0692	56.8108		1	3.6	0	0.62	0		1	15.000	0	25.300	0	6.65	0		1		1		1		1		1		1		1		1		1		1
26vi	2396	*	2000	6	19	8	49	9.0692	56.8108		1	3.6	0	5	0		1	14.810	0	25.600	0	6.65	0		1		1		1		1		1		1		1		1		1		1
26vi	2396	*	2000	6	19	8	49	9.0692	56.8108		1	3.6	0	7.38	0		1	14.860	0	27.520	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	2566	*	2000	6	26	11	46	9.0692	56.8108		1	2.0	0	0.61	0		1	16.560	0	25.970	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2566	*	2000	6	26	11	46	9.0692	56.8108		1	2.0	0	5.45	0		1	16.570	0	26.010	0	6.79	0		1		1		1		1		1		1		1		1		1		1
26vi	2566	*	2000	6	26	11	46	9.0692	56.8108		1	2.0	0	7.88	0		1	16.690	0	28.060	0	4.97	0		1		1		1		1		1		1		1		1		1		1
26vi	2765	*	2000	7	5	10	7	9.0692	56.8108		1	3.2	0	1.01	0		1	18.510	0	24.890	0	7.00	0		1		1		1		1		1		1		1		1		1		1
26vi	2765	*	2000	7	5	10	7	9.0692	56.8108		1	3.2	0	5.01	0		1	18.290	0	25.800	0	6.79	0		1		1		1		1		1		1		1		1		1		1
26vi	2765	*	2000	7	5	10	7	9.0692	56.8108		1	3.2	0	7.51	0		1	16.430	0	28.580	0	4.62	0		1		1		1		1		1		1		1		1		1		1
26vi	2876	*	2000	7	12	9	38	9.0692	56.8108		1	2.3	0	0.6	0		1	16.240	0	25.990	0	6.51	0		1		1		1		1		1		1		1		1		1		1
26vi	2876	*	2000	7	12	9	38	9.0692	56.8108		1	2.3	0	5	0		1	15.960	0	26.740	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	2876	*	2000	7	12	9	38	9.0692	56.8108		1	2.3	0	7.94	0		1	16.010	0	27.800	0	5.46	0		1		1		1		1		1		1		1		1		1		1
26vi	2904	*	2000	7	17	8	51	9.0692	56.8108		1	3.0	0	1.02	0		1	16.550	0	26.320	0	6.58	0		1		1		1		1		1		1		1		1		1		1
26vi	2904	*	2000	7	17	8	51	9.0692	56.8108		1	3.0	0	5.39	0		1	16.000	0	26.680	0	6.93	0		1		1		1		1		1		1		1		1		1		1
26vi	2904	*	2000	7	17	8	51	9.0692	56.8108		1	3.0	0	7.63	0		1	15.770	0	28.250	0	5.74	0		1		1		1		1		1		1		1		1		1		1
26vi	3217	*	2000	7	26	10	18	9.0692	56.8108		1	2.7	0	0.77	0		1	18.940	0	24.320	0	6.86	0		1		1		1		1		1		1		1		1		1		1
26vi	3217	*	2000	7	26	10	18	9.0692	56.8108		1	2.7	0	5.04	0		1	18.390	0	26.710	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	3217	*	2000	7	26	10	18	9.0692	56.8108		1	2.7	0	7.27	0		1	17.520	0	28.090	0	4.27	0		1		1		1		1		1		1		1		1		1		1
26vi	3359	*	2000	8	2	10	8	9.0692	56.8108		1	2.7	0	0.69	0		1	18.120	0	26.440	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	3359	*	2000	8	2	10	8	9.0692	56.8108		1	2.7	0	5.51	0		1	17.560	0	27.030	0	4.27	0		1		1		1		1		1		1		1		1		1		1
26vi	3359	*	2000	8	2	10	8	9.0692	56.8108		1	2.7	0	7.55	0		1	17.470	0	27.290	0	4.13	0		1		1		1		1		1		1		1		1		1		1
26vi	3472	*	2000	8	9	10	14	9.0692	56.8108		1	3.0	0	0.65	0		1	16.460	0	26.740	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	3472	*	2000	8	9	10	14	9.0692	56.8108		1	3.0	0	5.04	0		1	16.430	0	26.770	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	3472	*	2000	8	9	10	14	9.0692	56.8108		1	3.0	0	7.65	0		1	16.430	0	27.190	0	5.25	0		1		1		1		1		1		1		1		1		1		1
26vi	3893	*	2000	8	23	8	25	9.0692	56.8108		1	3.3	0	1	0		1	16.260	0	26.610	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	3893	*	2000	8	23	8	25	9.0692	56.8108		1	3.3	0	5	0		1	16.260	0	26.640	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	3893	*	2000	8	23	8	25	9.0692	56.8108		1	3.3	0	7.87	0		1	16.680	0	29.060	0	2.45	0		1		1		1		1		1		1		1		1		1		1
26vi	4100	*	2000	8	31	11	39	9.0692	56.8108		1	3.8	0	0.79	0		1	16.040	0	27.230	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	4100	*	2000	8	31	11	39	9.0692	56.8108		1	3.8	0	5.02	0		1	16.060	0	27.430	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	4100	*	2000	8	31	11	39	9.0692	56.8108		1	3.8	0	7.77	0		1	16.300	0	28.550	0	3.57	0		1		1		1		1		1		1		1		1		1		1
26vi	4423	*	2000	9	13	10	37	9.0692	56.8108		1	4.0	0	1.09	0		1	14.240	0	27.090	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	4423	*	2000	9	13	10	37	9.0692	56.8108		1	4.0	0	5.54	0		1	14.280	0	27.140	0	6.02	0		1		1		1		1		1		1		1		1		1		1
26vi	4423	*	2000	9	13	10	37	9.0692	56.8108		1	4.0	0	7.57	0		1	14.590	0	28.550	0	5.74	0		1		1		1		1		1		1		1		1		1		1
26vi	4695	*	2000	9	26	9	53	9.0692	56.8108		1	3.0	0	1.01	0		1	12.640	0	26.240	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	4695	*	2000	9	26	9	53	9.0692	56.8108		1	3.0	0	5.01	0		1	12.640	0	26.570	0	7.56	0		1		1		1		1		1		1		1		1		1		1
26vi	4695	*	2000	9	26	9	53	9.0692	56.8108		1	3.0	0	7.25	0		1	12.660	0	26.780	0	7.14	0		1		1		1		1		1		1		1		1		1		1
26vi	0063	*	2000	1	5	13	48	9.1458	56.8333		1	6.5	0	1.06	0		1	2.170	0	26.220	0	8.40	0		1		1		1		1		1		1		1		1		1		1
26vi	0063	*	2000	1	5	13	48	9.1458	56.8333		1	6.5	0	5.1	0		1	2.120	0	26.390	0	8.47	0		1		1		1		1		1		1		1		1		1		1
26vi	0063	*	2000	1	5	13	48	9.1458	56.8333		1	6.5	0	9.89	0		1	2.240	0	27.650	0	8.40	0		1		1		1		1		1		1		1		1		1		1
26vi	0193	*	2000	1	18	13	34	9.1458	56.8333		1		1	0.46	0		1	3.710	0	27.100	0	8.40	0		1		1		1		1		1		1		1		1		1		1
26vi	0193	*	2000	1	18	13	34	9.1458	56.8333		1		1	5.59	0		1	3.710	0	27.110	0	8.47	0		1		1		1		1		1		1		1		1		1		1
26vi	0193	*	2000	1	18	13	34	9.1458	56.8333		1		1	9.57	0		1	3.710	0	27.100	0	8.47	0		1		1		1		1		1		1		1		1		1		1
26vi	0292	*	2000	1	24	11	50	9.1458	56.8333		1	5.0	0	1.06	0		1	2.100	0	26.800	0	8.26	0		1		1		1		1		1		1		1		1		1		1
26vi	0292	*	2000	1	24	11	50	9.1458	56.8333		1	5.0	0	5.11	0		1	2.100	0	26.810	0	8.12	0		1		1		1		1		1		1		1		1		1		1
26vi	0292	*	2000	1	24	11	50	9.1458	56.8333		1	5.0	0	9.74	0		1	2.540	0	27.050	0	7.91	0		1		1		1		1		1		1		1		1		1		1
26vi	0583	*	2000	2	16	13	48	9.1458	56.8333		1	5.0	0	0.51	0		1	3.410	0	25.290	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	0583	*	2000	2	16	13	48	9.1458	56.8333		1	5.0	0	5.05	0		1	3.520	0	27.120	0	7.70	0		1		1		1		1		1		1		1		1		1		1
26vi	0583	*	2000	2	16	13	48	9.1458	56.8333		1	5.0	0	9.29	0		1	3.900	0	29.160	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	0649	*	2000	2	21	13	0	9.1458	56.8333		1	6.3	0	0.62	0		1	2.450	0	26.220	0	8.05	0		1		1		1		1		1		1		1		1		1		1
26vi	0649	*	2000	2	21	13	0	9.1458	56.8333		1	6.3	0	5.1	0		1	2.720	0	27.730	0	7.84	0		1		1		1		1		1		1		1		1		1		1
26vi	0649	*	2000	2	21	13	0	9.1458	56.8333		1	6.3	0	8.83	0		1	3.820	0	29.350	0	7.14	0		1		1		1		1		1		1		1		1		1		1
26vi	0907	*	2000	3	13	12	55	9.1458	56.8333		1	3.4	0	0.61	0		1	3.710	0	26.220	0	8.05	0		1		1		1		1		1		1		1		1		1		1
26vi	0907	*	2000	3	13	12	55	9.1458	56.8333		1	3.4	0	5.59	0		1	3.650	0	26.340	0	8.05	0		1		1		1		1		1		1		1		1		1		1
26vi	0907	*	2000	3	13	12	55	9.1458	56.8333		1	3.4	0	9.09	0		1	3.670	0	27.400	0	7.84	0		1		1		1		1		1		1		1		1		1		1
26vi	1021	*	2000	3	20	13	36	9.1458	56.8333		1	1.9	0	0.62	0		1	4.380	0	25.590	0		1		1		1		1		1		1		1		1		1		1		1
26vi	1021	*	2000	3	20	13	36	9.1458	56.8333		1	1.9	0	5.09	0		1	4.150	0	25.820	0		1		1		1		1		1		1		1		1		1		1		1
26vi	1021	*	2000	3	20	13	36	9.1458	56.8333		1	1.9	0	9.12	0		1	3.720	0	27.480	0		1		1		1		1		1		1		1		1		1		1		1
26vi	1161	*	2000	3	28	13	58	9.1458	56.8333		1	1.8	0	0.81	0		1	4.540	0	26.110	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	1161	*	2000	3	28	13	58	9.1458	56.8333		1	1.8	0	5.02	0		1	4.500	0	26.120	0	8.05	0		1		1		1		1		1		1		1		1		1		1
26vi	1161	*	2000	3	28	13	58	9.1458	56.8333		1	1.8	0	8.92	0		1	4.420	0	26.420	0	8.19	0		1		1		1		1		1		1		1		1		1		1
26vi	1454	*	2000	4	17	10	35	9.1458	56.8333		1	4.0	0	0.51	0		1	6.960	0	24.490	0	7.21	0		1		1		1		1		1		1		1		1		1		1
26vi	1454	*	2000	4	17	10	35	9.1458	56.8333		1	4.0	0	5.02	0		1	6.880	0	24.850	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	1454	*	2000	4	17	10	35	9.1458	56.8333		1	4.0	0	9.39	0		1	6.750	0	26.080	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	1599	*	2000	4	26	13	40	9.1458	56.8333		1	4.0	0	0.61	0		1	9.490	0	24.820	0	6.79	0		1		1		1		1		1		1		1		1		1		1
26vi	1599	*	2000	4	26	13	40	9.1458	56.8333		1	4.0	0	5.01	0		1	8.580	0	25.250	0	7.21	0		1		1		1		1		1		1		1		1		1		1
26vi	1599	*	2000	4	26	13	40	9.1458	56.8333		1	4.0	0	9.18	0		1	8.260	0	26.080	0	7.07	0		1		1		1		1		1		1		1		1		1		1
26vi	1669	*	2000	5	2	11	30	9.1458	56.8333		1	3.9	0	0.61	0		1	12.680	0	24.780	0	9.03	0		1		1		1		1		1		1		1		1		1		1
26vi	1669	*	2000	5	2	11	30	9.1458	56.8333		1	3.9	0	5	0		1	10.170	0	25.360	0	9.31	0		1		1		1		1		1		1		1		1		1		1
26vi	1669	*	2000	5	2	11	30	9.1458	56.8333		1	3.9	0	8.99	0		1	8.740	0	26.160	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	1805	*	2000	5	10	5	55	9.1458	56.8333		1	4.0	0	0.59	0		1	15.750	0	23.880	0	5.60	0		1		1		1		1		1		1		1		1		1		1
26vi	1805	*	2000	5	10	5	55	9.1458	56.8333		1	4.0	0	5.02	0		1	14.270	0	24.920	0	6.02	0		1		1		1		1		1		1		1		1		1		1
