Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	3.2	0	18.135	0	25.425	0	7.6	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	3.4	0	18.125	0	25.969	0	7.4	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	3.6	0	18.115	0	26.157	0	7.4	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	3.8	0	18.155	0	26.481	0	7.1	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	4	0	18.155	0	26.542	0	6.6	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	4.2	0	18.145	0	26.533	0	6.4	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	4.4	0	18.135	0	26.547	0	6.4	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	4.6	0	18.145	0	26.541	0	6.4	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	4.8	0	18.125	0	26.546	0	6	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	5	0	18.115	0	26.544	0	6	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	5.2	0	18.105	0	26.551	0	6	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	5.4	0	18.086	0	26.563	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	5.6	0	18.086	0	26.571	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	5.8	0	18.076	0	26.577	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	6	0	18.076	0	26.577	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	6.2	0	18.056	0	26.59	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	6.4	0	18.056	0	26.613	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	6.6	0	18.056	0	26.681	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	6.8	0	18.066	0	26.698	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	7	0	18.115	0	26.826	0	6.2	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	7.2	0	18.095	0	26.869	0	6.0	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	7.4	0	18.086	0	26.845	0	6.0	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	7.6	0	18.036	0	26.869	0	6.0	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	7.8	0	18.007	0	26.889	0	6.0	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	8	0	17.799	0	26.971	0	5.9	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	8.2	0	17.711	0	27.022	0	5.9	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	8.4	0	17.553	0	27.072	0	6	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	8.6	0	17.543	0	27.079	0	5.3	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	8.8	0	17.523	0	27.092	0	5.3	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	9	0	17.474	0	27.124	0	5.3	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	9.2	0	17.444	0	27.121	0	5.3	0
26vi	2362	*	2019	6	19	12	29	9.1458	56.8333	10	0	2.6	0	9.4	0	17.464	0	27.108	0	5.3	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	0.2	0	19.299	0	26.682	0	6.2	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	0.4	0	19.348	0	26.68	0	6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	0.6	0	19.358	0	26.637	0	6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	0.8	0	19.19	0	26.61	0	6.4	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	1	0	19.033	0	26.628	0	6.4	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	1.2	0	18.983	0	26.63	0	6.5	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	1.4	0	18.875	0	26.639	0	6.5	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	1.6	0	18.816	0	26.647	0	6.6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	1.8	0	18.717	0	26.68	0	6.6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	2	0	18.638	0	26.701	0	6.6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	2.2	0	18.559	0	26.721	0	6.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	2.4	0	18.48	0	26.742	0	6.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	2.6	0	18.421	0	26.75	0	6.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	2.8	0	18.342	0	26.801	0	6.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	3	0	18.303	0	26.804	0	6.8	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	3.2	0	18.273	0	26.815	0	6.8	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	3.4	0	18.243	0	26.827	0	6.8	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	3.6	0	18.184	0	26.873	0	6.8	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	3.8	0	18.164	0	26.924	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	4	0	18.214	0	27.013	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	4.2	0	18.224	0	27.045	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	4.4	0	18.283	0	27.082	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	4.6	0	18.312	0	27.07	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	4.8	0	18.322	0	27.117	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	5	0	18.332	0	27.141	0	6.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	5.2	0	18.342	0	27.164	0	6.8	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	5.4	0	18.303	0	27.175	0	6.8	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	5.6	0	18.233	0	27.183	0	6.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	5.8	0	18.115	0	27.192	0	6.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	6	0	17.987	0	27.254	0	6.6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	6.2	0	17.868	0	27.325	0	6.4	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	6.4	0	17.819	0	27.365	0	6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	6.6	0	17.819	0	27.373	0	6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	6.8	0	17.79	0	27.401	0	6.2	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	7	0	17.76	0	27.42	0	6.0	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	7.2	0	17.74	0	27.433	0	5.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	7.4	0	17.72	0	27.454	0	5.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	7.6	0	17.711	0	27.461	0	5.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	7.8	0	17.691	0	27.482	0	5.7	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	8	0	17.651	0	27.547	0	6	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	8.2	0	17.651	0	27.57	0	5.5	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	8.4	0	17.642	0	27.6	0	5.0	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	8.6	0	17.632	0	27.637	0	5	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	8.8	0	17.543	0	27.853	0	4.3	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	9	0	17.484	0	28.212	0	3.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	9.2	0	17.444	0	28.636	0	2.9	0
26vi	2363	*	2019	7	17	13	5	9.1458	56.8333	10	0	3.3	0	9.4	0	16.981	0	29.662	0	1.8	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	0.4	0	21.311	0	27.133	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	0.5	0	21.321	0	27.106	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	0.6	0	21.321	0	27.113	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	0.7	0	21.311	0	27.112	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	0.8	0	21.311	0	27.119	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	0.9	0	21.311	0	27.119	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1	0	21.331	0	27.121	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.1	0	21.311	0	27.133	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.2	0	21.321	0	27.134	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.3	0	21.321	0	27.134	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.4	0	21.311	0	27.14	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.5	0	21.321	0	27.134	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.6	0	21.321	0	27.141	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.7	0	21.331	0	27.128	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.8	0	21.321	0	27.134	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	1.9	0	21.331	0	27.128	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2	0	21.331	0	27.121	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.1	0	21.331	0	27.128	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.2	0	21.331	0	27.128	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.3	0	21.331	0	27.128	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.4	0	21.321	0	27.134	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.5	0	21.331	0	27.135	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.6	0	21.331	0	27.128	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.7	0	21.341	0	27.15	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.8	0	21.331	0	27.163	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	2.9	0	21.331	0	27.177	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3	0	21.331	0	27.185	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.1	0	21.341	0	27.178	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.2	0	21.331	0	27.199	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.3	0	21.341	0	27.2	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.4	0	21.331	0	27.227	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.5	0	21.341	0	27.235	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.6	0	21.341	0	27.2	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.7	0	21.341	0	27.214	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.8	0	21.341	0	27.214	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	3.9	0	21.331	0	27.263	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4	0	21.311	0	27.411	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.1	0	21.302	0	27.36	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.2	0	21.311	0	27.368	0	6.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.3	0	21.282	0	27.501	0	5.8	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.4	0	21.292	0	27.509	0	5.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.5	0	21.272	0	27.55	0	5.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.6	0	21.272	0	27.536	0	5.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.7	0	21.272	0	27.543	0	5.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.8	0	21.272	0	27.557	0	6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	4.9	0	21.272	0	27.564	0	6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5	0	21.272	0	27.564	0	6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.1	0	21.272	0	27.557	0	6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.2	0	21.252	0	27.541	0	6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.3	0	21.242	0	27.547	0	5.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.4	0	21.223	0	27.546	0	5.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.5	0	21.203	0	27.551	0	5.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.6	0	21.173	0	27.57	0	5.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.7	0	21.183	0	27.563	0	5.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.8	0	21.173	0	27.57	0	5.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	5.9	0	21.173	0	27.57	0	5.4	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6	0	21.124	0	27.601	0	5.4	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.1	0	21.114	0	27.608	0	5.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.2	0	21.016	0	27.642	0	5.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.3	0	20.858	0	27.737	0	5.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.4	0	20.562	0	27.886	0	4.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.5	0	20.552	0	27.885	0	4.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.6	0	20.285	0	28.001	0	4.1	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.7	0	20.345	0	27.977	0	3.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.8	0	20.226	0	28.04	0	3.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	6.9	0	20.128	0	28.017	0	3.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7	0	20.019	0	28.03	0	3.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.1	0	19.911	0	28.08	0	3.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.2	0	19.733	0	28.073	0	4	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.3	0	19.615	0	28.36	0	4	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.4	0	19.674	0	28.409	0	3.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.5	0	19.694	0	28.626	0	3.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.6	0	19.802	0	28.708	0	3.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.7	0	19.93	0	28.657	0	2.9	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.8	0	19.92	0	28.664	0	2.9	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	7.9	0	19.881	0	28.654	0	2.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8	0	19.822	0	28.635	0	2.7	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.1	0	19.713	0	28.731	0	2.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.2	0	19.437	0	28.689	0	2.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.3	0	19.299	0	28.514	0	2.2	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.4	0	19.003	0	28.634	0	2.0	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.5	0	18.885	0	28.677	0	2.0	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.6	0	18.816	0	28.71	0	2.0	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.7	0	18.796	0	28.739	0	1.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.8	0	18.766	0	28.729	0	1.3	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	8.9	0	18.717	0	28.732	0	1.1	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	9	0	18.599	0	28.761	0	0.8	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	9.1	0	18.539	0	28.764	0	0.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	9.2	0	18.52	0	28.748	0	0.6	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	9.3	0	18.303	0	28.846	0	0.5	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	9.4	0	18.194	0	28.914	0	0.4	0
26vi	2364	*	2019	7	31	12	54	9.1458	56.8333	10	0	2.4	0	9.5	0	18.145	0	28.91	0	0.4	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1	0	18.046	0	27.224	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.1	0	18.056	0	27.21	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.2	0	18.046	0	27.216	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.3	0	18.046	0	27.216	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.4	0	18.046	0	27.216	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.5	0	18.056	0	27.209	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.6	0	18.056	0	27.202	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.7	0	18.056	0	27.217	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.8	0	18.056	0	27.225	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	1.9	0	18.066	0	27.21	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2	0	18.056	0	27.217	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.1	0	18.056	0	27.217	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.2	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.3	0	18.036	0	27.215	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.4	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.5	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.6	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.7	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.8	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	2.9	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.1	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.2	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.3	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.4	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.5	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.6	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.7	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.8	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	3.9	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.1	0	18.046	0	27.208	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.2	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.3	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.4	0	18.036	0	27.222	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.5	0	18.046	0	27.207	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.7	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.8	0	18.046	0	27.207	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	4.9	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	5	0	18.036	0	27.206	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	5.1	0	18.046	0	27.207	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	5.2	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	5.3	0	18.046	0	27.207	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	5.4	0	18.036	0	27.214	0	5.8	0
26vi	2365	*	2019	8	19	13	22	9.1458	56.8333	10	0	2.5	0	5.5	0	18.036	0	27.221	0	5.8	0
