Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	33.20	0		1	12.21	0	33.074	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	33.40	0		1	12.21	0	33.09	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	33.60	0		1	12.21	0	33.09	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	34.00	0		1	12.201	0	33.099	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	34.60	0		1	12.201	0	33.115	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	34.80	0		1	12.201	0	33.115	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	35.00	0		1	12.201	0	33.115	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	35.20	0		1	12.201	0	33.131	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	35.40	0		1	12.201	0	33.147	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	35.80	0		1	12.191	0	33.155	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	36.00	0		1	12.191	0	33.155	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	36.40	0		1	12.181	0	33.18	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	36.60	0		1	12.181	0	33.196	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	37.00	0		1	12.181	0	33.196	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	37.20	0		1	12.181	0	33.212	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	37.60	0		1	12.171	0	33.237	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	37.80	0		1	12.171	0	33.253	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	38.00	0		1	12.171	0	33.252	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	38.20	0		1	12.171	0	33.252	0	3.38	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	38.80	0		1	12.171	0	33.268	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	39.20	0		1	12.161	0	33.261	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	39.40	0		1	12.161	0	33.277	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	39.60	0		1	12.161	0	33.277	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	39.80	0		1	12.171	0	33.284	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	40.00	0		1	12.161	0	33.277	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	40.20	0		1	12.161	0	33.276	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	40.60	0		1	12.161	0	33.276	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	41.00	0		1	12.161	0	33.292	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	41.60	0		1	12.161	0	33.292	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	42.20	0		1	12.161	0	33.308	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	42.60	0		1	12.151	0	33.333	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	43.00	0		1	12.161	0	33.307	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	43.20	0		1	12.161	0	33.307	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	43.40	0		1	12.151	0	33.316	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	43.60	0		1	12.151	0	33.316	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	43.80	0		1	12.151	0	33.316	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	44.00	0		1	12.151	0	33.316	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	44.40	0		1	12.141	0	33.325	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	44.80	0		1	12.141	0	33.34	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	45.20	0		1	12.141	0	33.34	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	45.40	0		1	12.141	0	33.356	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	45.60	0		1	12.141	0	33.34	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	45.80	0		1	12.141	0	33.34	0	3.51	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	46.00	0		1	12.141	0	33.34	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	46.20	0		1	12.141	0	33.34	0	3.44	0
2699	2074	*	2020	11	9	9	57	12.7500	55.8667	47	0	7.5	0	46.40	0		1	12.141	0	33.34	0	3.44	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	0.20	0		1	11.183	0	14.017	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	0.40	0		1	11.173	0	14.021	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	0.60	0		1	11.173	0	14.021	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	0.80	0		1	11.183	0	14.032	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	1.00	0		1	11.173	0	14.05	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	1.40	0		1	11.183	0	14.046	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	1.80	0		1	11.183	0	14.061	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	2.00	0		1	11.183	0	14.031	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	2.20	0		1	11.183	0	14.016	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	2.40	0		1	11.183	0	14.105	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	2.60	0		1	11.183	0	14.18	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	2.80	0		1	11.183	0	14.135	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	3.00	0		1	11.193	0	14.265	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	3.20	0		1	11.193	0	14.28	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	3.40	0		1	11.193	0	14.295	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	3.60	0		1	11.213	0	14.451	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	3.80	0		1	11.203	0	15.246	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	4.20	0		1	11.193	0	15.295	0	6.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	4.60	0		1	11.193	0	16.618	0	6.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	5.00	0		1	11.173	0	18.253	0	6.7	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	5.80	0		1	11.114	0	20.298	0	6.7	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	6.20	0		1	11.094	0	22.051	0	6.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	6.60	0		1	11.054	0	21.668	0	6.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	7.00	0		1	11.035	0	22.981	0	6.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	7.20	0		1	11.074	0	22.172	0	6.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	7.40	0		1	11.084	0	22.182	0	6.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	7.60	0		1	11.114	0	23.151	0	6.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	7.80	0		1	11.134	0	23.186	0	6.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	8.00	0		1	11.134	0	22.903	0	6.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	8.20	0		1	11.173	0	23.317	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	8.40	0		1	11.193	0	23.572	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	8.60	0		1	11.213	0	23.496	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	9.00	0		1	11.213	0	23.512	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	9.20	0		1	11.213	0	23.496	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	9.40	0		1	11.222	0	23.333	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	9.60	0		1	11.232	0	23.42	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	9.80	0		1	11.242	0	23.587	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	10.00	0		1	11.262	0	23.323	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	10.20	0		1	11.262	0	23.448	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	10.40	0		1	11.272	0	23.614	0	6.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	10.60	0		1	11.262	0	23.621	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	10.80	0		1	11.282	0	23.733	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	11.00	0		1	11.282	0	23.671	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	11.20	0		1	11.292	0	23.727	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	11.40	0		1	11.292	0	23.727	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	11.60	0		1	11.292	0	23.711	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	11.80	0		1	11.292	0	23.742	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	12.00	0		1	11.301	0	23.767	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	12.20	0		1	11.292	0	23.664	0	6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	12.40	0		1	11.301	0	23.783	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	12.80	0		1	11.301	0	23.751	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	13.00	0		1	11.301	0	23.783	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	13.20	0		1	11.301	0	23.751	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	13.40	0		1	11.301	0	23.845	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	13.60	0		1	11.311	0	23.886	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	13.80	0		1	11.301	0	23.924	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	14.00	0		1	11.301	0	23.924	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	14.20	0		1	11.321	0	23.911	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	14.60	0		1	11.321	0	24.036	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	14.80	0		1	11.321	0	23.989	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	15.40	0		1	11.331	0	24.124	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	15.60	0		1	11.331	0	24.186	0	6.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	15.80	0		1	11.341	0	24.211	0	6.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	16.00	0		1	11.351	0	24.252	0	6.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	16.20	0		1	11.351	0	24.44	0	6.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	16.40	0		1	11.371	0	24.805	0	6.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	16.60	0		1	11.41	0	25.266	0	6.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	16.80	0		1	11.4	0	24.863	0	6.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	17.00	0		1	11.41	0	24.856	0	6.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	17.20	0		1	11.45	0	25.034	0	5.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	17.40	0		1	11.46	0	24.933	0	5.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	17.60	0		1	11.44	0	24.978	0	5.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	17.80	0		1	11.46	0	25.121	0	5.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	18.00	0		1	11.489	0	25.842	0	5.7	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	18.20	0		1	11.509	0	25.733	0	5.7	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	18.40	0		1	11.548	0	25.674	0	5.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	18.60	0		1	11.578	0	26.189	0	5.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	18.80	0		1	11.588	0	26.418	0	5.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	19.20	0		1	11.667	0	26.993	0	5.3	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	19.40	0		1	11.667	0	27.246	0	5.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	19.60	0		1	11.687	0	27.041	0	5.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	19.80	0		1	11.697	0	27.587	0	5.2	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	20.00	0		1	11.716	0	27.367	0	5.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	20.20	0		1	11.716	0	27.778	0	5.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	20.40	0		1	11.746	0	27.835	0	5.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	20.60	0		1	11.766	0	27.646	0	5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	20.80	0		1	11.766	0	28.058	0	5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	21.00	0		1	11.776	0	28.812	0	4.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	21.20	0		1	11.776	0	28.86	0	4.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	21.40	0		1	11.815	0	28.924	0	4.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	21.60	0		1	11.825	0	28.916	0	4.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	21.80	0		1	11.845	0	28.948	0	4.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	22.00	0		1	11.845	0	28.996	0	4.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	22.20	0		1	12.042	0	30.697	0	3.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	22.40	0		1	11.855	0	29.226	0	4.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	22.60	0		1	11.865	0	29.584	0	4.5	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	22.80	0		1	11.884	0	29.696	0	4.4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	23.00	0		1	11.894	0	29.783	0	4.3	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	23.20	0		1	11.904	0	30.205	0	4.3	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	23.40	0		1	11.914	0	30.325	0	4	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	23.60	0		1	11.924	0	30.46	0	4.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	23.80	0		1	11.934	0	30.932	0	4.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	24.00	0		1	11.954	0	31.107	0	4.1	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	24.20	0		1	11.973	0	31.923	0	4.0	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	24.40	0		1	12.003	0	32.138	0	3.9	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	24.60	0		1	12.013	0	32.194	0	3.8	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	24.80	0		1	12.023	0	32.298	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	25.00	0		1	12.042	0	32.328	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	25.20	0		1	12.042	0	32.473	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	25.40	0		1	12.062	0	32.455	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	25.60	0		1	12.062	0	32.568	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	25.80	0		1	12.082	0	32.743	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	26.00	0		1	12.082	0	32.92	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	26.20	0		1	12.092	0	32.943	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	26.40	0		1	12.102	0	33.014	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	26.60	0		1	12.112	0	33.022	0	3.6	0
2699	2077	*	2020	11	9	10	41	12.6375	55.9243	29	0	7.5	0	26.80	0		1	12.121	0	33.029	0	4	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	0.40	0		1	8.644	0	10.767	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	0.60	0		1	8.644	0	10.752	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	0.80	0		1	8.644	0	10.782	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	1.00	0		1	8.644	0	10.752	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	1.20	0		1	8.644	0	10.767	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	1.40	0		1	8.644	0	10.767	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	1.60	0		1	8.654	0	10.764	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	1.80	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	2.00	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	2.20	0		1	8.654	0	10.764	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	2.40	0		1	8.654	0	10.764	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	2.60	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	2.80	0		1	8.654	0	10.764	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	3.00	0		1	8.654	0	10.764	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	3.20	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	3.40	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	3.60	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	3.80	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	4.00	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	4.20	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	4.40	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	4.60	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	4.80	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	5.00	0		1	8.644	0	10.766	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	5.20	0		1	8.644	0	10.766	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	5.40	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	5.60	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	5.80	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	6.00	0		1	8.654	0	10.748	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	6.20	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	6.40	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	6.60	0		1	8.654	0	10.747	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	6.80	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	7.00	0		1	8.654	0	10.747	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	7.20	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	7.40	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	7.60	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	7.80	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	8.00	0		1	8.654	0	10.778	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	8.20	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	8.40	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	8.60	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	8.80	0		1	8.654	0	10.763	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	9.00	0		1	8.654	0	10.778	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	9.20	0		1	8.654	0	10.778	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	9.40	0		1	8.654	0	10.778	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	9.60	0		1	8.654	0	10.793	0	7.6	0
2699	2252	*	2020	12	1	11	6	12.7500	55.8667	50	0	9.8	0	9.80	0		1	8.654	0	10.809	0	7.6	0
